"PROJETO_AMOSTRAGEM";"PROJETO_PUBLICACAO";"CENTRO_CUSTO";"CLASSE";"NUM_CAMPO";"NUM_LAB";"DATA_VISITA";"ABERTURA";"LEITURA";"JOB";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CA_PCT";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"FE_PCT";"LA_PPM";"MG_PCT";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"TI_PCT";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"OBSERVACAO";"LONGITUDE";"LATITUDE";"PROJETO";"OS";"ACAO";"AREA";"LAT";"LONG";"PRECISAO";"CENTRO_CUS";"DTVISITA";"DESCAMOSTR";"MATCOLETAD";"ROCHMATRIZ";"INTEMROCHA";"ALTERROCHA";"TIPMINERAL";"GRAUARREDO";"VOLUME_L";"P_BATEIA_G";"GRANULMAX";"GRANULMIN";"COMPOS_PCT";"CORSED_SOL";"EH_MILIVOL";"PH";"METALPESAD";"OBS_CAMPO";"FONTEAMOST";"DESCROCHA";"IDADEROCH1";"IDADEROCH2";"PLUVIOSIDA";"VEGETACAO";"TOPOGRAFIA";"SITUACAO";"IGNEAROCHA";"ESTRUTURAL";"FORMADEPOS";"MODO_DEPOS";"LARG_RIO_M";"PROF_RIO_M";"VELOC_CORR";"NIVEL_DAGU";"AREADRENAG";"TURBIDEZ";"POSICAO";"COR_AGUA";"HORIZ_SOLO";"TIPO_SOLO";"AMBBIOTICO";"GEOMETRY";"F_PPM";"U_PPM"
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-100";"DBX339";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"< 10";"70";"ND";"ND";"0,05";"ND";"100";"200";"100";"15";"< 20";"0,15";"2000";"ND";"< 10";"100";"10";"ND";"50";"10";"ND";"1";"200";"ND";"20";"ND";"150";NA;"-51,772294864";"-3,635648182";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,635648";"-51,772295";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772294864, -3,635648182)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-101";"DBX340";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"80";NA;"120";NA;NA;NA;NA;NA;NA;"370";"< 5";NA;NA;NA;NA;NA;NA;NA;NA;"90";NA;NA;"-51,772439624";"-3,637790484";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,63779";"-51,77244";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772439624, -3,637790484)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-101";"DBX340";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;"-51,772439624";"-3,637790484";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,63779";"-51,77244";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772439624, -3,637790484)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-101";"DBX340";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"< 10";"150";"ND";"ND";"2";"ND";"150";"1500";"100";"15";"ND";"5";"1000";"ND";"< 10";"700";"< 10";"ND";"50";"ND";"ND";"0,2";"100";"ND";"20";"200";"100";NA;"-51,772439624";"-3,637790484";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,63779";"-51,77244";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772439624, -3,637790484)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-102";"DBX341";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"65";NA;"170";NA;NA;NA;NA;NA;NA;"100";"8";NA;NA;NA;NA;NA;NA;NA;NA;"160";NA;NA;"-51,772584632";"-3,64022";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,64022";"-51,772585";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772584632, -3,64022)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-102";"DBX341";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;"-51,772584632";"-3,64022";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,64022";"-51,772585";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772584632, -3,64022)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-102";"DBX341";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"< 10";"500";"ND";"ND";"0,1";"ND";"50";"200";"100";"15";"< 20";"0,2";"2000";"ND";"< 10";"150";"< 10";"ND";"50";"ND";"ND";"0,7";"300";"ND";"50";"200";"70";NA;"-51,772584632";"-3,64022";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,64022";"-51,772585";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772584632, -3,64022)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-103";"DBX342";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26";NA;"120";NA;NA;NA;NA;NA;NA;"50";"8";NA;NA;NA;NA;NA;NA;NA;NA;"30";NA;NA;"-51,772584632";"-3,64022";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,64022";"-51,772585";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772584632, -3,64022)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-103";"DBX342";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;"-51,772584632";"-3,64022";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,64022";"-51,772585";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772584632, -3,64022)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-103";"DBX342";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"50";"150";"ND";"ND";"< 0,05";"ND";"20";"200";"100";"15";"ND";"0,05";"2000";"ND";"< 10";"100";"15";"ND";"30";"ND";"ND";"0,7";"300";"ND";"10";"ND";"100";NA;"-51,772584632";"-3,64022";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,64022";"-51,772585";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772584632, -3,64022)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-104";"DBX343";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";NA;"75";NA;NA;NA;NA;NA;NA;"30";"< 5";NA;NA;NA;NA;NA;NA;NA;NA;"30";NA;NA;"-51,772729559";"-3,642553776";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,642554";"-51,77273";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772729559, -3,642553776)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-104";"DBX343";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;"-51,772729559";"-3,642553776";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,642554";"-51,77273";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772729559, -3,642553776)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-104";"DBX343";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"100";"50";"ND";"ND";"< 0,05";"ND";"7";"150";"70";"15";"< 20";"0,05";"100";"ND";"< 10";"70";"15";"ND";"30";"30";"ND";"1";"500";"ND";"50";"ND";"100";NA;"-51,772729559";"-3,642553776";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,642554";"-51,77273";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772729559, -3,642553776)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-105";"DBX344";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";NA;"70";NA;NA;NA;NA;NA;NA;"40";"8";NA;NA;NA;NA;NA;NA;NA;NA;"30";NA;NA;"-51,772826882";"-3,644935463";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,644935";"-51,772827";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772826882, -3,644935463)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-105";"DBX344";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;"-51,772826882";"-3,644935463";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,644935";"-51,772827";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772826882, -3,644935463)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-105";"DBX344";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"10";"100";"< 1";"ND";"< 0,05";"ND";"5";"1000";"70";"20";"50";"0,02";"100";"ND";"< 10";"100";"15";"ND";"30";"ND";"ND";"1";"300";"ND";"20";"ND";"150";NA;"-51,772826882";"-3,644935463";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,644935";"-51,772827";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772826882, -3,644935463)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-106";"DBX345";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";NA;"55";NA;NA;NA;NA;NA;NA;"16";"< 5";NA;NA;NA;NA;NA;NA;NA;NA;"22";NA;NA;"-51,77311463";"-3,647125509";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,647126";"-51,773115";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,77311463, -3,647125509)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-106";"DBX345";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;"-51,77311463";"-3,647125509";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,647126";"-51,773115";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,77311463, -3,647125509)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-106";"DBX345";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"50";"150";"ND";"ND";"< 0,05";"ND";"7";"200";"50";"15";"20";"0,03";"100";"ND";"< 10";"50";"10";"ND";"30";"ND";"ND";"1";"300";"ND";"30";"ND";"200";NA;"-51,77311463";"-3,647125509";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,647126";"-51,773115";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,77311463, -3,647125509)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-107";"DBX346";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;"10";NA;NA;NA;NA;NA;NA;"4";"8";NA;NA;NA;NA;NA;NA;NA;NA;"5";NA;NA;"-51,772973931";"-3,649746746";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,649747";"-51,772974";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772973931, -3,649746746)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-107";"DBX346";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;"-51,772973931";"-3,649746746";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,649747";"-51,772974";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772973931, -3,649746746)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-107";"DBX346";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"150";"200";"< 1";"ND";"< 0,05";"ND";"< 5";"200";"10";"2";"20";"0,1";"100";"< 5";"10";"20";"10";"ND";"10";"ND";"ND";"> 1";"100";"< 50";"20";"ND";"300";NA;"-51,772973931";"-3,649746746";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,649747";"-51,772974";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,772973931, -3,649746746)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-108";"DBX347";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;"35";NA;NA;NA;NA;NA;NA;"10";"8";NA;NA;NA;NA;NA;NA;NA;NA;"21";NA;NA;"-51,773404992";"-3,652367489";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,652367";"-51,773405";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,773404992, -3,652367489)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-108";"DBX347";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;"-51,773404992";"-3,652367489";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,652367";"-51,773405";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,773404992, -3,652367489)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-108";"DBX347";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"100";"200";"< 1";"ND";"< 0,05";"ND";"5";"100";"20";"15";"20";"0,1";"100";"ND";"10";"30";"20";"ND";"20";"ND";"ND";"1";"500";"< 50";"50";"ND";"200";NA;"-51,773404992";"-3,652367489";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,652367";"-51,773405";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,773404992, -3,652367489)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-109";"DBX348";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";NA;"100";NA;NA;NA;NA;NA;NA;"80";"12";NA;NA;NA;NA;NA;NA;NA;NA;"40";NA;NA;"-51,773263436";"-3,653983477";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,653983";"-51,773263";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,773263436, -3,653983477)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-109";"DBX348";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;"-51,773263436";"-3,653983477";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,653983";"-51,773263";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,773263436, -3,653983477)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-109";"DBX348";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"200";"ND";"10";"30";"< 1";"ND";"< 0,05";"ND";"10";"1000";"70";"15";"20";"0,02";"200";"ND";"< 10";"100";"15";"ND";"30";"ND";"ND";"1";"500";"ND";"20";"ND";"100";NA;"-51,773263436";"-3,653983477";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,653983";"-51,773263";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,773263436, -3,653983477)";NA;NA
