"PROJETO_AMOSTRAGEM";"PROJETO_PUBLICACAO";"CENTRO_CUSTO";"CLASSE";"NUM_CAMPO";"NUM_LAB";"DATA_VISITA";"ABERTURA";"LEITURA";"JOB";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CA_PCT";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"FE_PCT";"LA_PPM";"MG_PCT";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"TI_PCT";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"OBSERVACAO";"LONGITUDE";"LATITUDE";"PROJETO";"OS";"ACAO";"AREA";"LAT";"LONG";"PRECISAO";"CENTRO_CUS";"DTVISITA";"DESCAMOSTR";"MATCOLETAD";"ROCHMATRIZ";"INTEMROCHA";"ALTERROCHA";"TIPMINERAL";"GRAUARREDO";"VOLUME_L";"P_BATEIA_G";"GRANULMAX";"GRANULMIN";"COMPOS_PCT";"CORSED_SOL";"EH_MILIVOL";"PH";"METALPESAD";"OBS_CAMPO";"FONTEAMOST";"DESCROCHA";"IDADEROCH1";"IDADEROCH2";"PLUVIOSIDA";"VEGETACAO";"TOPOGRAFIA";"SITUACAO";"IGNEAROCHA";"ESTRUTURAL";"FORMADEPOS";"MODO_DEPOS";"LARG_RIO_M";"PROF_RIO_M";"VELOC_CORR";"NIVEL_DAGU";"AREADRENAG";"TURBIDEZ";"POSICAO";"COR_AGUA";"HORIZ_SOLO";"TIPO_SOLO";"AMBBIOTICO";"GEOMETRY";"F_PPM";"U_PPM"
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-039";"DBX371";"30895";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"65";NA;"210";NA;NA;NA;NA;NA;NA;"100";"8";NA;NA;NA;NA;NA;NA;NA;NA;"100";NA;NA;"-51,487854345";"-3,731667905";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,731668";"-51,487854";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,487854345, -3,731667905)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-039";"DBX371";"30895";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;"-51,487854345";"-3,731667905";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,731668";"-51,487854";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,487854345, -3,731667905)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-039";"DBX371";"30895";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"20";"200";"< 1";"ND";"0,05";"ND";"50";"100";"150";"10";"20";"0,15";"2000";"ND";"< 10";"100";"20";"ND";"20";"ND";"ND";"> 1";"200";"ND";"20";"200";"100";NA;"-51,487854345";"-3,731667905";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,731668";"-51,487854";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,487854345, -3,731667905)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-040";"DBX372";"30895";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"14";NA;"150";NA;NA;NA;NA;NA;NA;"55";"6";NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;"-51,479708941";"-3,719882776";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,719883";"-51,479709";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,479708941, -3,719882776)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-040";"DBX372";"30895";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;"-51,479708941";"-3,719882776";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,719883";"-51,479709";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,479708941, -3,719882776)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-040";"DBX372";"30895";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"50";"100";"ND";"ND";"< 0,05";"ND";"20";"150";"100";"15";"20";"0,05";"300";"ND";"< 10";"100";"10";"ND";"50";"ND";"ND";"1";"500";"ND";"15";"200";"100";NA;"-51,479708941";"-3,719882776";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,719883";"-51,479709";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Fechada";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,479708941, -3,719882776)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-041";"DBX373";"30895";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;"65";NA;NA;NA;NA;NA;NA;"26";"10";NA;NA;NA;NA;NA;NA;NA;NA;"25";NA;NA;"-51,559541193";"-3,688172932";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,688173";"-51,559541";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,559541193, -3,688172932)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-041";"DBX373";"30895";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;"-51,559541193";"-3,688172932";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,688173";"-51,559541";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,559541193, -3,688172932)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-041";"DBX373";"30895";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"< 10";"200";"ND";"ND";"< 0,05";"ND";"7";"500";"50";"20";"50";"0,02";"150";"ND";"< 10";"70";"50";"ND";"30";"ND";"ND";"0,7";"500";"ND";"15";"ND";"150";NA;"-51,559541193";"-3,688172932";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,688173";"-51,559541";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,559541193, -3,688172932)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-042";"DBX374";"30895";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";NA;"28";NA;NA;NA;NA;NA;NA;"13";"< 5";NA;NA;NA;NA;NA;NA;NA;NA;"30";NA;NA;"-51,568056978";"-3,722638425";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,722638";"-51,568057";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,568056978, -3,722638425)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-042";"DBX374";"30895";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";NA;NA;NA;NA;"-51,568056978";"-3,722638425";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,722638";"-51,568057";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,568056978, -3,722638425)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-042";"DBX374";"30895";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"50";"200";"< 1";"ND";"< 0,05";"ND";"5";"70";"20";"10";"20";"0,1";"150";"< 5";"< 10";"20";"10";"ND";"20";"ND";"ND";"0,5";"200";"ND";"30";"ND";"150";NA;"-51,568056978";"-3,722638425";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,722638";"-51,568057";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,568056978, -3,722638425)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-043";"DBX375";"30895";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"45";NA;"150";NA;NA;NA;NA;NA;NA;"120";"< 5";NA;NA;NA;NA;NA;NA;NA;NA;"160";NA;NA;"-51,633612166";"-3,697307693";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,697308";"-51,633612";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,633612166, -3,697307693)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-043";"DBX375";"30895";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;"-51,633612166";"-3,697307693";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,697308";"-51,633612";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,633612166, -3,697307693)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-043";"DBX375";"30895";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"50";"70";"< 1";"ND";"7,0000000000000007E-2";"ND";"30";"100";"70";"5";"< 20";"0,3";"500";"ND";"ND";"100";"< 10";"ND";"20";"ND";"ND";"0,5";"300";"ND";"30";"ND";"50";NA;"-51,633612166";"-3,697307693";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,697308";"-51,633612";"5";"1511270";"1984-08-01";"Simples";"Silte";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Solo Residual";NA;NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Lateritico";NA;"c(-51,633612166, -3,697307693)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-073";"DBX312";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3";NA;"100";NA;NA;NA;NA;NA;NA;"40";"ND";NA;NA;NA;NA;NA;NA;NA;NA;"29";NA;NA;"-51,722503598";"-3,658977816";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,658978";"-51,722504";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,722503598, -3,658977816)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-073";"DBX312";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;"-51,722503598";"-3,658977816";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,658978";"-51,722504";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,722503598, -3,658977816)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-073";"DBX312";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"10";"30";"ND";"ND";"< 0,05";"ND";"5";"200";"100";"15";"ND";"0,02";"150";"ND";"< 10";"100";"< 10";"ND";"30";"ND";"ND";"0,7";"500";"ND";"< 10";"ND";"70";NA;"-51,722503598";"-3,658977816";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,658978";"-51,722504";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,722503598, -3,658977816)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-074";"DBX313";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;"140";NA;NA;NA;NA;NA;NA;"40";"ND";NA;NA;NA;NA;NA;NA;NA;NA;"35";NA;NA;"-51,723470002";"-3,660545048";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,660545";"-51,72347";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,723470002, -3,660545048)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-074";"DBX313";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;"-51,723470002";"-3,660545048";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,660545";"-51,72347";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,723470002, -3,660545048)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-074";"DBX313";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"10";"< 20";"ND";"ND";"< 0,05";"ND";"< 5";"150";"70";"10";"ND";"< 0,02";"150";"ND";"< 10";"70";"< 10";"ND";"30";"ND";"ND";"0,7";"500";"ND";"< 10";"ND";"70";NA;"-51,723470002";"-3,660545048";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,660545";"-51,72347";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,723470002, -3,660545048)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-075";"DBX314";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"30";NA;NA;NA;NA;NA;NA;"4";"ND";NA;NA;NA;NA;NA;NA;NA;NA;"9";NA;NA;"-51,724067145";"-3,6624716";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,662472";"-51,724067";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,724067145, -3,6624716)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-075";"DBX314";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;"-51,724067145";"-3,6624716";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,662472";"-51,724067";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,724067145, -3,6624716)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-075";"DBX314";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"100";"200";"ND";"ND";"< 0,05";"ND";"< 5";"100";"30";"5";"ND";"0,05";"150";"ND";"< 10";"20";"10";"ND";"20";"ND";"ND";"> 1";"200";"ND";"30";"ND";"150";NA;"-51,724067145";"-3,6624716";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,662472";"-51,724067";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,724067145, -3,6624716)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-076";"DBX315";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"45";NA;NA;NA;NA;NA;NA;"10";"ND";NA;NA;NA;NA;NA;NA;NA;NA;"18";NA;NA;"-51,725140478";"-3,664038742";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,664039";"-51,72514";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,725140478, -3,664038742)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-076";"DBX315";"30956";NA;"Colorimetria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ND";NA;NA;NA;NA;"-51,725140478";"-3,664038742";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,664039";"-51,72514";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,725140478, -3,664038742)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-076";"DBX315";"30956";NA;"Espectrografia Ótica de Emissão";NA;"ND";"ND";"ND";"50";"100";"ND";"ND";"< 0,05";"ND";"5";"100";"30";"10";"< 20";"0,03";"150";"ND";"< 10";"50";"10";"ND";"30";"ND";"ND";"1";"500";"ND";"30";"ND";"150";NA;"-51,725140478";"-3,664038742";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,664039";"-51,72514";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,725140478, -3,664038742)";NA;NA
"Grande Carajás - Folha Altamira";"Grande Carajás - Folha Altamira";"1511270";"Solo";"1511-AV-L-077";"DBX316";"30956";"HNO3 a Quente";"Absorção Atômica";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"45";NA;NA;NA;NA;NA;NA;"11";"ND";NA;NA;NA;NA;NA;NA;NA;NA;"15";NA;NA;"-51,726821698";"-3,665712807";"Grande Carajás - Folha Altamira";"5360";"Programa Levantamentos Geológicos Básicos do Brasil";"Altamira";"-3,665713";"-51,726822";"5";"1511270";"1984-10-01";"Simples";"Argila";NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"0";NA;NA;"Outros";"Metamorfica";NA;NA;"Periodo Seco";"Floresta Aberta";NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;"B";"Nao Especificado";NA;"c(-51,726821698, -3,665712807)";NA;NA
