"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"F_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"RB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"U_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"AL2O3_T_PCT";"CA_PCT";"CAO_T_PCT";"CU_PCT";"FE_PCT";"FE2O3_T_PCT";"FEO_PCT";"K2O_PCT";"MG_PCT";"MGO_T_PCT";"NA2O_PCT";"P2O5_T_PCT";"PB_PCT";"PF_PCT";"RI_PCT";"SIO2_T_PCT";"TI_PCT";"TIO2_PCT";"ZN_PCT"
1;"DAH095";;-53.507935994;-3.570430916;"1521-AV-R-003";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;"DAH095";;-53.507935994;-3.570430916;"1521-AV-R-003";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;"DAH095";;-53.507935994;-3.570430916;"1521-AV-R-003";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;"DAH095";;-53.507935994;-3.570430916;"1521-AV-R-003";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"5";;;;;;;"45";;;;;;;;;;"20";;;;;;;;;;;;;;;;;;;;
5;"DAH095";;-53.507935994;-3.570430916;"1521-AV-R-003";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"20";;;;;;;;;;;;;;;;;;;;;;;;
6;"DAH095";;-53.507935994;-3.570430916;"1521-AV-R-003";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"325";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;"DAH095";;-53.507935994;-3.570430916;"1521-AV-R-003";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;"DAH095";;-53.507935994;-3.570430916;"1521-AV-R-003";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"< 20";"ND";"ND";"ND";"ND";"15";"< 5";;"30";"300";"ND";"< 10";"5";"ND";;"ND";"ND";"ND";"700";;"10";"ND";"ND";"ND";"30";;"> 20";;;"0,15";;;;"0,7";;;;;;;;"1,4999999999999999E-2";;
9;"DAH096";;-53.510361945;-3.585022322;"1521-AV-R-005B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;"DAH096";;-53.510361945;-3.585022322;"1521-AV-R-005B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"7";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;"DAH096";;-53.510361945;-3.585022322;"1521-AV-R-005B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;"DAH096";;-53.510361945;-3.585022322;"1521-AV-R-005B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"10";;;;;;;"5";;;;;;;;;;"10";;;;;;;;;;;;;;;;;;;;
13;"DAH096";;-53.510361945;-3.585022322;"1521-AV-R-005B";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"20";;;;;;;;;;;;;;;;;;;;;;;;
14;"DAH096";;-53.510361945;-3.585022322;"1521-AV-R-005B";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"300";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;"DAH096";;-53.510361945;-3.585022322;"1521-AV-R-005B";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;"DAH096";;-53.510361945;-3.585022322;"1521-AV-R-005B";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"700";"ND";"ND";"ND";"5";"15";"< 5";;"20";"1000";"ND";"< 10";"10";"ND";;"ND";"< 5";"ND";"100";;"< 10";"ND";"15";"ND";"50";;"20";;;"1,5";;;;"> 10";;;;;;;;"0,03";;
17;"DAH097";;-53.510361945;-3.585022322;"1521-AV-R-005C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;"DAH097";;-53.510361945;-3.585022322;"1521-AV-R-005C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;"DAH097";;-53.510361945;-3.585022322;"1521-AV-R-005C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;"DAH097";;-53.510361945;-3.585022322;"1521-AV-R-005C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"15";;;;;;;"10";;;;;;;;;;"10";;;;;;;;;;;;;;;;;;;;
21;"DAH097";;-53.510361945;-3.585022322;"1521-AV-R-005C";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"20";;;;;;;;;;;;;;;;;;;;;;;;
22;"DAH097";;-53.510361945;-3.585022322;"1521-AV-R-005C";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"275";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;"DAH097";;-53.510361945;-3.585022322;"1521-AV-R-005C";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;"DAH097";;-53.510361945;-3.585022322;"1521-AV-R-005C";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"700";"< 1";"ND";"ND";"7";"10";"7";;"ND";"3000";"ND";"< 10";"20";"50";;"ND";"< 5";"ND";"< 100";;"15";"ND";"15";"ND";"150";;"15";;;"3";;;;"7";;;;;;;;"7,0000000000000007E-2";;
25;"DAH098";;-53.640042819;-3.761520488;"1521-AV-R-013";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;"DAH098";;-53.640042819;-3.761520488;"1521-AV-R-013";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;"DAH098";;-53.640042819;-3.761520488;"1521-AV-R-013";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;"DAH098";;-53.640042819;-3.761520488;"1521-AV-R-013";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"10";;;;;;;"< 5";;;;;;;;;;"20";;;;;;;;;;;;;;;;;;;;
29;"DAH098";;-53.640042819;-3.761520488;"1521-AV-R-013";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
30;"DAH098";;-53.640042819;-3.761520488;"1521-AV-R-013";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"100";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;"DAH098";;-53.640042819;-3.761520488;"1521-AV-R-013";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"40";;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;"DAH098";;-53.640042819;-3.761520488;"1521-AV-R-013";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"700";"2";"ND";"ND";"15";"70";"10";;"150";"300";"< 5";"< 10";"20";"30";;"ND";"30";"ND";"200";;"200";"ND";"150";"ND";"> 1000";;"< 0,05";;;"> 20";;;;"0,02";;;;;;;;"0,5";;
33;"DAH099";;-53.714869844;-3.675748093;"1521-AV-R-015B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;"DAH099";;-53.714869844;-3.675748093;"1521-AV-R-015B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;"DAH099";;-53.714869844;-3.675748093;"1521-AV-R-015B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;"DAH099";;-53.714869844;-3.675748093;"1521-AV-R-015B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"10";;;;;;;"15";;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;
37;"DAH099";;-53.714869844;-3.675748093;"1521-AV-R-015B";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
38;"DAH099";;-53.714869844;-3.675748093;"1521-AV-R-015B";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"600";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;"DAH099";;-53.714869844;-3.675748093;"1521-AV-R-015B";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"20";;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;"DAH099";;-53.714869844;-3.675748093;"1521-AV-R-015B";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"150";"700";"< 1";"ND";"ND";"5";"70";"10";;"100";"70";"5";"10";"< 5";"30";;"ND";"10";"ND";"100";;"50";"ND";"50";"ND";"700";;"< 0,05";;;"2";;;;"0,5";;;;;;;;"0,3";;
41;"DAH100";;-53.748704152;-3.703774337;"1521-AV-R-021B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;"DAH100";;-53.748704152;-3.703774337;"1521-AV-R-021B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;"DAH100";;-53.748704152;-3.703774337;"1521-AV-R-021B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;"DAH100";;-53.748704152;-3.703774337;"1521-AV-R-021B";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"< 5";;;;;;;"< 5";;;;;;;;;;"35";;;;;;;;;;;;;;;;;;;;
45;"DAH100";;-53.748704152;-3.703774337;"1521-AV-R-021B";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
46;"DAH100";;-53.748704152;-3.703774337;"1521-AV-R-021B";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"190";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;"DAH100";;-53.748704152;-3.703774337;"1521-AV-R-021B";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;"DAH100";;-53.748704152;-3.703774337;"1521-AV-R-021B";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"< 0,5";"ND";"ND";"15";"300";"ND";"ND";"ND";"ND";"ND";"< 5";;"30";"< 10";"ND";"< 10";"ND";"ND";;"ND";"ND";"ND";"ND";;"< 10";"ND";"ND";"ND";"< 10";;"0,05";;;"0,3";;;;"0,05";;;;;;;;"5,0000000000000001E-3";;
49;"DAH101";;-53.751837188;-3.69074471;"1521-AV-R-022A";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;"DAH101";;-53.751837188;-3.69074471;"1521-AV-R-022A";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;"DAH101";;-53.751837188;-3.69074471;"1521-AV-R-022A";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;"DAH101";;-53.751837188;-3.69074471;"1521-AV-R-022A";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"10";;;;;;;"10";;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;
53;"DAH101";;-53.751837188;-3.69074471;"1521-AV-R-022A";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
54;"DAH101";;-53.751837188;-3.69074471;"1521-AV-R-022A";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"< 50";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;"DAH101";;-53.751837188;-3.69074471;"1521-AV-R-022A";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;"DAH101";;-53.751837188;-3.69074471;"1521-AV-R-022A";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"10";"700";"< 1";"ND";"ND";"30";"20";"5";;"30";"3000";"ND";"< 10";"7";"15";;"ND";"< 5";"ND";"ND";;"30";"ND";"ND";"ND";"30";;"< 0,05";;;"1";;;;"0,02";;;;;;;;"0,03";;
57;"DAH102";;-53.8572243;-3.845497224;"1521-AV-R-026";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"7";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;"DAH102";;-53.8572243;-3.845497224;"1521-AV-R-026";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"35";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;"DAH102";;-53.8572243;-3.845497224;"1521-AV-R-026";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;"DAH102";;-53.8572243;-3.845497224;"1521-AV-R-026";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"0,5";;;"60";;;;;;;"80";;;;;;;;;;"45";;;;;;;;;;;;;;;;;;;;
61;"DAH102";;-53.8572243;-3.845497224;"1521-AV-R-026";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
62;"DAH102";;-53.8572243;-3.845497224;"1521-AV-R-026";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"450";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;"DAH102";;-53.8572243;-3.845497224;"1521-AV-R-026";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"40";;;;;;;;;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;"DAH102";;-53.8572243;-3.845497224;"1521-AV-R-026";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"< 0,5";"ND";"ND";"150";"500";"< 1";"ND";"ND";"30";"300";"70";;"50";"30";"20";"< 10";"70";"150";;"ND";"15";"10";"ND";;"50";"ND";"30";"ND";"70";;"< 0,05";;;"3";;;;"0,7";;;;;;;;"0,3";;
65;"DAH103";;-53.902139594;-3.859797055;"1521-AV-R-028";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;"DAH103";;-53.902139594;-3.859797055;"1521-AV-R-028";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;"DAH103";;-53.902139594;-3.859797055;"1521-AV-R-028";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;"DAH103";;-53.902139594;-3.859797055;"1521-AV-R-028";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"90";;;;;;;"5";;;;;;;;;;"30";;;;;;;;;;;;;;;;;;;;
69;"DAH103";;-53.902139594;-3.859797055;"1521-AV-R-028";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
70;"DAH103";;-53.902139594;-3.859797055;"1521-AV-R-028";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"180";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;"DAH103";;-53.902139594;-3.859797055;"1521-AV-R-028";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"20";;;;;;;;;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;"DAH103";;-53.902139594;-3.859797055;"1521-AV-R-028";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"700";"1";"ND";"ND";"15";"70";"100";;"300";"700";"ND";"15";"15";"15";;"ND";"15";"ND";"< 100";;"150";"ND";"70";"ND";"> 1000";;"< 0,05";;;"10";;;;"7,0000000000000007E-2";;;;;;;;"0,7";;
73;"DAH104";;-53.806236577;-3.735695294;"1521-AV-R-031";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;"DAH104";;-53.806236577;-3.735695294;"1521-AV-R-031";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"7";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;"DAH104";;-53.806236577;-3.735695294;"1521-AV-R-031";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;"DAH104";;-53.806236577;-3.735695294;"1521-AV-R-031";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"25";;;;;;;"5";;;;;;;;;;"85";;;;;;;;;;;;;;;;;;;;
77;"DAH104";;-53.806236577;-3.735695294;"1521-AV-R-031";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
78;"DAH104";;-53.806236577;-3.735695294;"1521-AV-R-031";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"600";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;"DAH104";;-53.806236577;-3.735695294;"1521-AV-R-031";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;"DAH104";;-53.806236577;-3.735695294;"1521-AV-R-031";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"150";"700";"1";"ND";"ND";"70";"150";"30";;"70";"70";"ND";"10";"70";"30";;"ND";"15";"< 10";"ND";;"100";"ND";"30";"< 200";"150";;"< 0,05";;;"2";;;;"1,5";;;;;;;;"0,7";;
81;"DAH105";;-53.948493908;-3.830015308;"1521-AV-R-034";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;"DAH105";;-53.948493908;-3.830015308;"1521-AV-R-034";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;"DAH105";;-53.948493908;-3.830015308;"1521-AV-R-034";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;"DAH105";;-53.948493908;-3.830015308;"1521-AV-R-034";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"35";;;;;;;"10";;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;
85;"DAH105";;-53.948493908;-3.830015308;"1521-AV-R-034";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
86;"DAH105";;-53.948493908;-3.830015308;"1521-AV-R-034";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"1000";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;"DAH105";;-53.948493908;-3.830015308;"1521-AV-R-034";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
