"ID";"N_LAB";"AREA";"LONG";"LAT";"NUM_CAMPO";"PROJETO";"CLASSE";"Lab";"BASE";"AG_PPM";"AS_PPM";"AU_PPM";"B_PPM";"BA_PPM";"BE_PPM";"BI_PPM";"CD_PPM";"CO_PPM";"CR_PPM";"CU_PPM";"F_PPM";"LA_PPM";"MN_PPM";"MO_PPM";"NB_PPM";"NI_PPM";"PB_PPM";"RB_PPM";"SB_PPM";"SC_PPM";"SN_PPM";"SR_PPM";"U_PPM";"V_PPM";"W_PPM";"Y_PPM";"ZN_PPM";"ZR_PPM";"AL2O3_T_PCT";"CA_PCT";"CAO_T_PCT";"CU_PCT";"FE_PCT";"FE2O3_T_PCT";"FEO_PCT";"K2O_PCT";"MG_PCT";"MGO_T_PCT";"NA2O_PCT";"P2O5_T_PCT";"PB_PCT";"PF_PCT";"RI_PCT";"SIO2_T_PCT";"TI_PCT";"TIO2_PCT";"ZN_PCT"
2133;"DAH614";;-53.220311069;-3.600297503;"1521-NA-R-018";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
2134;"DAH614";;-53.220311069;-3.600297503;"1521-NA-R-018";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"250";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2135;"DAH614";;-53.220311069;-3.600297503;"1521-NA-R-018";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"20";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
2136;"DAH614";;-53.220311069;-3.600297503;"1521-NA-R-018";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"300";"1,5";"ND";"ND";"7";"30";"500";;"20";"300";"ND";"10";"30";"20";;"ND";"10";"ND";"< 100";;"100";"ND";"50";"ND";"500";;"0,15";;;"10";;;;"0,7";;;;;;;;"0,3";;
2137;"DAH615";;-52.9597861700525;-3.57641103269536;"1521-NA-R-019";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138;"DAH615";;-52.9597861700525;-3.57641103269536;"1521-NA-R-019";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2139;"DAH615";;-52.9597861700525;-3.57641103269536;"1521-NA-R-019";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2140;"DAH615";;-52.9597861700525;-3.57641103269536;"1521-NA-R-019";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"15";;;;;;;"5";;;;;;;;;;"15";;;;;;;;;;;;;;;;;;;;
2141;"DAH615";;-52.9597861700525;-3.57641103269536;"1521-NA-R-019";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
2142;"DAH615";;-52.9597861700525;-3.57641103269536;"1521-NA-R-019";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"< 50";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2143;"DAH615";;-52.9597861700525;-3.57641103269536;"1521-NA-R-019";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
2144;"DAH615";;-52.9597861700525;-3.57641103269536;"1521-NA-R-019";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"30";"200";"< 1";"ND";"ND";"5";"20";"150";;"ND";"2000";"< 5";"10";"10";"< 10";;"ND";"7";"ND";"ND";;"50";"ND";"30";"ND";"700";;"0,05";;;"15";;;;"0,7";;;;;;;;"0,5";;
2145;"DAI261";;-53.114449599;-3.463140428;"1521-NA-R-027";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2146;"DAI261";;-53.114449599;-3.463140428;"1521-NA-R-027";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2147;"DAI261";;-53.114449599;-3.463140428;"1521-NA-R-027";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2148;"DAI261";;-53.114449599;-3.463140428;"1521-NA-R-027";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"10";;;;;;;"10";;;;;;;;;;"35";;;;;;;;;;;;;;;;;;;;
2149;"DAI261";;-53.114449599;-3.463140428;"1521-NA-R-027";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
2150;"DAI261";;-53.114449599;-3.463140428;"1521-NA-R-027";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"700";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2151;"DAI261";;-53.114449599;-3.463140428;"1521-NA-R-027";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;
2152;"DAI261";;-53.114449599;-3.463140428;"1521-NA-R-027";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"700";"1";"ND";"ND";"50";"70";"7";;"70";"1500";"7";"15";"30";"15";;"ND";"10";"ND";"100";;"100";"ND";"50";"< 200";"300";;"0,5";;;"10";;;;"0,3";;;;;;;;"0,5";;
2153;"DAI262";;-53.127515541;-3.481669088;"1521-NA-R-029";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2154;"DAI262";;-53.127515541;-3.481669088;"1521-NA-R-029";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2155;"DAI262";;-53.127515541;-3.481669088;"1521-NA-R-029";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2156;"DAI262";;-53.127515541;-3.481669088;"1521-NA-R-029";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"30";;;;;;;"10";;;;;;;;;;"25";;;;;;;;;;;;;;;;;;;;
2157;"DAI262";;-53.127515541;-3.481669088;"1521-NA-R-029";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
2158;"DAI262";;-53.127515541;-3.481669088;"1521-NA-R-029";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"275";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2159;"DAI262";;-53.127515541;-3.481669088;"1521-NA-R-029";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
2160;"DAI262";;-53.127515541;-3.481669088;"1521-NA-R-029";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"700";"1,5";"ND";"ND";"10";"100";"30";;"70";"100";"ND";"15";"30";"15";;"ND";"15";"ND";"ND";;"150";"ND";"50";"< 200";"200";;"< 0,05";;;"10";;;;"0,3";;;;;;;;"0,5";;
2161;"DAI263";;-53.056163286;-3.504610529;"1521-NA-R-030C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2162;"DAI263";;-53.056163286;-3.504610529;"1521-NA-R-030C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2163;"DAI263";;-53.056163286;-3.504610529;"1521-NA-R-030C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2164;"DAI263";;-53.056163286;-3.504610529;"1521-NA-R-030C";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"15";;;;;;;"150";;;;;;;;;;"40";;;;;;;;;;;;;;;;;;;;
2165;"DAI263";;-53.056163286;-3.504610529;"1521-NA-R-030C";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
2166;"DAI263";;-53.056163286;-3.504610529;"1521-NA-R-030C";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"120";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2167;"DAI263";;-53.056163286;-3.504610529;"1521-NA-R-030C";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;;;"4";;;;;;;;;;;;;;;;;;;;;;;;;;;;
2168;"DAI263";;-53.056163286;-3.504610529;"1521-NA-R-030C";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"< 10";"1000";"1";"ND";"ND";"5";"70";"20";;"70";"50";"5";"< 10";"20";"100";;"ND";"30";"ND";"200";;"300";"ND";"100";"ND";"50";;"< 0,05";;;"> 20";;;;"< 0,02";;;;;;;;"0,15";;
2169;"DAI264";;-53.057144535;-3.465842082;"1521-NA-R-033";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"< 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2170;"DAI264";;-53.057144535;-3.465842082;"1521-NA-R-033";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"8";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2171;"DAI264";;-53.057144535;-3.465842082;"1521-NA-R-033";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2172;"DAI264";;-53.057144535;-3.465842082;"1521-NA-R-033";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"130";;;;;;;"5";;;;;;;;;;"10";;;;;;;;;;;;;;;;;;;;
2173;"DAI264";;-53.057144535;-3.465842082;"1521-NA-R-033";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
2174;"DAI264";;-53.057144535;-3.465842082;"1521-NA-R-033";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"100";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2175;"DAI264";;-53.057144535;-3.465842082;"1521-NA-R-033";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"40";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
2176;"DAI264";;-53.057144535;-3.465842082;"1521-NA-R-033";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"300";"1";"ND";"ND";"50";"150";"200";;"70";"30";"ND";"10";"100";"20";;"ND";"20";"ND";"< 100";;"70";"ND";"30";"ND";"70";;"< 0,05";;;"10";;;;"0,7";;;;;;;;"0,5";;
2177;"DAI265";;-53.123009102;-3.478063023;"1521-NA-R-035";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"< 2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2178;"DAI265";;-53.123009102;-3.478063023;"1521-NA-R-035";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"250";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2179;"DAI265";;-53.123009102;-3.478063023;"1521-NA-R-035";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2180;"DAI265";;-53.123009102;-3.478063023;"1521-NA-R-035";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"820";;;;;;;"25";;;;;;;;;;"20";;;;;;;;;;;;;;;;;;;;
2181;"DAI265";;-53.123009102;-3.478063023;"1521-NA-R-035";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
2182;"DAI265";;-53.123009102;-3.478063023;"1521-NA-R-035";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"6000";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2183;"DAI265";;-53.123009102;-3.478063023;"1521-NA-R-035";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
2184;"DAI265";;-53.123009102;-3.478063023;"1521-NA-R-035";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"700";"1,5";"ND";"ND";"70";"100";"500";;"70";"300";"ND";"< 10";"20";"30";;"ND";"15";"ND";"200";;"50";"ND";"300";"ND";"70";;"5";;;"15";;;;"0,7";;;;;;;;"0,2";;
2185;"DAI266";;-53.141690072;-3.504321186;"1521-NA-R-036";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2186;"DAI266";;-53.141690072;-3.504321186;"1521-NA-R-036";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2187;"DAI266";;-53.141690072;-3.504321186;"1521-NA-R-036";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2188;"DAI266";;-53.141690072;-3.504321186;"1521-NA-R-036";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"10";;;;;;;"5";;;;;;;;;;"40";;;;;;;;;;;;;;;;;;;;
2189;"DAI266";;-53.141690072;-3.504321186;"1521-NA-R-036";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
2190;"DAI266";;-53.141690072;-3.504321186;"1521-NA-R-036";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"170";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2191;"DAI266";;-53.141690072;-3.504321186;"1521-NA-R-036";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"20";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
2192;"DAI266";;-53.141690072;-3.504321186;"1521-NA-R-036";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"50";"700";"< 1";"ND";"ND";"20";"70";"10";;"70";"700";"5";"10";"30";"10";;"ND";"15";"ND";"ND";;"100";"ND";"70";"ND";"500";;"< 0,05";;;"15";;;;"0,3";;;;;;;;"0,5";;
2193;"DAI267";;-53.169594671;-3.456021657;"1521-NA-R-039";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2194;"DAI267";;-53.169594671;-3.456021657;"1521-NA-R-039";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"6";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2195;"DAI267";;-53.169594671;-3.456021657;"1521-NA-R-039";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2196;"DAI267";;-53.169594671;-3.456021657;"1521-NA-R-039";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"40";;;;;;;"5";;;;;;;;;;"130";;;;;;;;;;;;;;;;;;;;
2197;"DAI267";;-53.169594671;-3.456021657;"1521-NA-R-039";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
2198;"DAI267";;-53.169594671;-3.456021657;"1521-NA-R-039";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"1200";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2199;"DAI267";;-53.169594671;-3.456021657;"1521-NA-R-039";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"< 10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
2200;"DAI267";;-53.169594671;-3.456021657;"1521-NA-R-039";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"150";"500";"3";"ND";"ND";"20";"100";"70";;"100";"700";"ND";"10";"70";"20";;"ND";"15";"ND";"ND";;"100";"ND";"30";"ND";"70";;"0,15";;;"10";;;;"1";;;;;;;;"0,5";;
2201;"DAI268";;-53.259280191;-3.610322646;"1521-NA-R-041";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202;"DAI268";;-53.259280191;-3.610322646;"1521-NA-R-041";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2203;"DAI268";;-53.259280191;-3.610322646;"1521-NA-R-041";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2204;"DAI268";;-53.259280191;-3.610322646;"1521-NA-R-041";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"5";;;;;;;"5";;;;;;;;;;"30";;;;;;;;;;;;;;;;;;;;
2205;"DAI268";;-53.259280191;-3.610322646;"1521-NA-R-041";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
2206;"DAI268";;-53.259280191;-3.610322646;"1521-NA-R-041";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"225";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2207;"DAI268";;-53.259280191;-3.610322646;"1521-NA-R-041";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;;;"< 1";;;;;;;;;;;;;;;;;;;;;;;;;;;;
2208;"DAI268";;-53.259280191;-3.610322646;"1521-NA-R-041";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"70";"300";"1";"ND";"ND";"10";"70";"7";;"100";"200";"ND";"10";"15";"10";;"ND";"10";"ND";"< 100";;"100";"ND";"50";"ND";"700";;"0,2";;;"15";;;;"0,15";;;;;;;;"0,5";;
2209;"DAI269";;-53.25867828;-3.622071721;"1521-NA-R-044";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2210;"DAI269";;-53.25867828;-3.622071721;"1521-NA-R-044";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2211;"DAI269";;-53.25867828;-3.622071721;"1521-NA-R-044";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HBr, Br";"SGB-CPRM - Rigeo";;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2212;"DAI269";;-53.25867828;-3.622071721;"1521-NA-R-044";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - HNO3 a Quente";"SGB-CPRM - Rigeo";"ND";;;;;;;"ND";;;"20";;;;;;;"< 5";;;;;;;;;;"120";;;;;;;;;;;;;;;;;;;;
2213;"DAI269";;-53.25867828;-3.622071721;"1521-NA-R-044";"Sulfetos de Altamira-Itaituba";"Rocha";"Cromatografia - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;;;;;;;;;;"< 20";;;;;;;;;;;;;;;;;;;;;;;;
2214;"DAI269";;-53.25867828;-3.622071721;"1521-NA-R-044";"Sulfetos de Altamira-Itaituba";"Rocha";"Medidor de Íon Específico - Semiquantitativa";"SGB-CPRM - Rigeo";;;;;;;;;;;;"90";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2215;"DAI269";;-53.25867828;-3.622071721;"1521-NA-R-044";"Sulfetos de Altamira-Itaituba";"Rocha";"Colorimetria";"SGB-CPRM - Rigeo";;"10";;;;;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;
2216;"DAI269";;-53.25867828;-3.622071721;"1521-NA-R-044";"Sulfetos de Altamira-Itaituba";"Rocha";"Espectrografia Ótica de Emissão";"SGB-CPRM - Rigeo";"ND";"ND";"ND";"ND";"150";"< 1";"ND";"ND";"10";"50";"10";;"50";"300";"ND";"< 10";"5";"< 10";;"ND";"7";"ND";"< 100";;"50";"ND";"30";"ND";"10";;"< 0,05";;;"20";;;;"< 0,02";;;;;;;;"0,05";;
2217;"DAI270";;-53.259130722;-3.605997568;"1521-NA-R-045";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - Água Régia Invertida";"SGB-CPRM - Rigeo";;;;;;;;;;;;;;;"ND";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2218;"DAI270";;-53.259130722;-3.605997568;"1521-NA-R-045";"Sulfetos de Altamira-Itaituba";"Rocha";"Absorção Atômica - EDTA a Frio";"SGB-CPRM - Rigeo";;;;;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
